SalesDate,Region,Cust_Type,Customer,Buz_Segt,Category,Model,Model_Color,ListPrice,OrderQty,Gross Sales Amt,Disc %
06-Aug-19,United States,Silver,Genuine Bike Shop,Bikes,Road Bikes,Road-450,Red,1458,2,2916,5%
06-Aug-19,Canada,Silver,First-Rate Outlet,Bikes,Road Bikes,Road-150,Red,3578,1,3578,0%
06-Aug-19,Germany,Gold,Amalgamated Parts Shop,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,2,240,1%
06-Aug-19,Canada,Silver,Consolidated Messenger,Accessories,Hydration Packs,Hydration Pack,Silver,55,6,330,0%
06-Aug-19,United States,Silver,Fashionable Department Stores,Accessories,Hydration Packs,Hydration Pack,Silver,55,14,770,5%
06-Aug-19,Canada,Gold,Gasless Cycle Shop,Components,Pedals,HL Road Pedal,Silver/Black,81,1,81,2%
07-Aug-19,Canada,Silver,Original Bicycle Supply Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,0%
07-Aug-19,United States,Silver,New and Used Bicycles,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,5%
07-Aug-19,United States,Gold,Bike Dealers Association,Clothing,Vests,Classic Vest,Blue,64,14,896,12%
07-Aug-19,United States,Silver,Westside Plaza,Components,Touring Frames,LL Touring Frame,Yellow,333,4,1332,5%
07-Aug-19,Canada,Silver,General Bike Corporation,Accessories,Cleaners,Bike Wash,,8,1,8,0%
07-Aug-19,United States,Platinum,Permanent Finish Products,Accessories,Helmets,Sport-100,Blue,35,15,525,15%
08-Aug-19,Canada,Gold,Gasless Cycle Shop,Clothing,Tights,Women's Tights,Black,75,4,300,2%
08-Aug-19,United States,Silver,Vehicle Shop,Components,Wheels,LL Road Rear Wheel,Black,113,1,113,5%
08-Aug-19,United States,Silver,Catalog Store,Clothing,Tights,Women's Tights,Black,75,1,75,5%
08-Aug-19,Germany,Gold,Best Cycle Store,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,15,810,1%
08-Aug-19,Australia,Gold,List Price Catalog Company,Bikes,Touring Bikes,Touring-3000,Yellow,742,1,742,12%
08-Aug-19,Canada,Silver,Finer Riding Supplies,Components,Pedals,HL Road Pedal,Silver/Black,81,1,81,0%
08-Aug-19,France,Gold,Pretty Bikes and Toys,Clothing,Socks,Racing Socks,White,9,7,63,10%
09-Aug-19,United States,Silver,Catalog Store,Bikes,Mountain Bikes,Mountain-300,Black,1080,1,1080,5%
09-Aug-19,Canada,Silver,Scratch-Resistant Finishes Company,Components,Handlebars,ML Mountain Handlebars,,62,3,186,0%
09-Aug-19,Germany,Platinum,Excellent Bikes,Accessories,Bottles and Cages,Water Bottle,,5,16,80,2%
10-Aug-19,United States,Gold,Mechanical Products Ltd.,Clothing,Tights,Women's Tights,Black,75,1,75,12%
10-Aug-19,United States,Gold,Leather and Vinyl Manufacturing,Accessories,Helmets,Sport-100,Black,35,5,175,12%
10-Aug-19,United States,Platinum,Metro Bike Mart,Components,Headsets,HL Headset,,125,1,125,15%
11-Aug-19,Canada,Silver,Custom Accessories Company,Accessories,Locks,Cable Lock,,25,5,125,0%
11-Aug-19,United States,Silver,Good Bike Shop,Bikes,Road Bikes,Road-650,Red,783,2,1566,5%
11-Aug-19,United States,Silver,Totes & Baskets Company,Accessories,Pumps,Minipump,,20,5,100,5%
11-Aug-19,Canada,Gold,Metal Processing Company,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,2%
11-Aug-19,Canada,Silver,General Bike Corporation,Clothing,Vests,Classic Vest,Blue,64,4,256,0%
11-Aug-19,United States,Platinum,Technical Parts Manufacturing,Components,Pedals,Touring Pedal,Silver/Black,81,2,162,15%
11-Aug-19,France,Silver,Registered Cycle Store,Components,Pedals,LL Mountain Pedal,Silver/Black,40,3,120,5%
12-Aug-19,United States,Gold,Bicycle Merchandise Warehouse,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,12%
12-Aug-19,United States,Silver,Basic Sports Equipment,Clothing,Gloves,Full-Finger Gloves,Black,38,6,228,5%
12-Aug-19,Canada,Silver,Active Life Toys,Clothing,Tights,Women's Tights,Black,75,3,225,0%
12-Aug-19,United States,Silver,Vehicle Shop,Components,Pedals,ML Road Pedal,Silver/Black,62,2,124,5%
12-Aug-19,United States,Platinum,Rally Day Mall,Clothing,Socks,Racing Socks,White,9,2,18,15%
12-Aug-19,Canada,Gold,Farthest Bike Store,Accessories,Bottles and Cages,Water Bottle,,5,16,80,2%
13-Aug-19,United States,Silver,Quantity Discounts,Components,Wheels,HL Road Front Wheel,Black,330,2,660,5%
13-Aug-19,United States,Silver,Outdoor Equipment Store,Components,Road Frames,LL Road Frame,Red,337,4,1348,5%
13-Aug-19,United Kingdom,Gold,Authentic Sales and Service,Clothing,Gloves,Full-Finger Gloves,Black,38,2,76,24%
13-Aug-19,United States,Gold,Associated Bikes,Components,Mountain Frames,HL Mountain Frame,Silver,1365,2,2730,12%
13-Aug-19,United States,Platinum,Metro Bike Mart,Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,15%
13-Aug-19,United States,Gold,Sports Sales and Rental,Clothing,Socks,Mountain Bike Socks,White,10,8,80,12%
13-Aug-19,Canada,Silver,General Supplies,Accessories,Hydration Packs,Hydration Pack,Silver,55,4,220,0%
15-Aug-19,Canada,Silver,Top Sports Supply,Clothing,Gloves,Full-Finger Gloves,Black,38,9,342,0%
15-Aug-19,United States,Silver,Super Sports Store,Components,Road Frames,HL Road Frame,Black,1432,1,1432,5%
15-Aug-19,United States,Silver,Exhilarating Cycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,14,700,5%
15-Aug-19,Australia,Silver,Plastic Products Manufacturers,Bikes,Touring Bikes,Touring-2000,Blue,1215,2,2430,5%
15-Aug-19,Canada,Silver,Consolidated Messenger,Accessories,Cleaners,Bike Wash,,8,6,48,0%
16-Aug-19,United States,Gold,Tire Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,12%
16-Aug-19,Canada,Silver,Primary Bike Distributors,Components,Pedals,HL Road Pedal,Silver/Black,81,1,81,0%
16-Aug-19,France,Silver,Registered Cycle Store,Components,Brakes,Rear Brakes,Silver,107,2,214,5%
17-Aug-19,United States,Platinum,Official Parts Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,15%
17-Aug-19,United Kingdom,Gold,Variety Cycling,Components,Touring Frames,HL Touring Frame,Yellow,1004,1,1004,24%
17-Aug-19,France,Gold,Racing Tours,Clothing,Gloves,Half-Finger Gloves,Black,24,4,96,10%
18-Aug-19,United States,Platinum,Real Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,5,250,15%
18-Aug-19,United States,Silver,Resale Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,5%
18-Aug-19,United States,Gold,Sales and Supply Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,4,200,12%
18-Aug-19,United States,Silver,Thorough Parts and Repair Services,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
19-Aug-19,United States,Silver,Fashionable Department Stores,Components,Wheels,LL Mountain Front Wheel,Black,61,2,122,5%
19-Aug-19,United States,Gold,Wheelsets Storehouse,Clothing,Caps,Cycling Cap,Multi,9,2,18,12%
19-Aug-19,United States,Silver,Valley Bicycle Specialists,Components,Headsets,LL Headset,,34,1,34,5%
19-Aug-19,United States,Gold,Paint Supply,Clothing,Gloves,Half-Finger Gloves,Black,24,2,48,12%
19-Aug-19,United Kingdom,Gold,Exhibition Showroom,Clothing,Caps,Cycling Cap,Multi,9,8,72,24%
19-Aug-19,Germany,Silver,North Bike Company,Components,Pedals,ML Road Pedal,Silver/Black,62,3,186,0%
20-Aug-19,United States,Silver,Field Trip Store,Components,Handlebars,HL Mountain Handlebars,,120,4,480,5%
20-Aug-19,United States,Silver,Basic Sports Equipment,Bikes,Mountain Bikes,Mountain-100,Silver,3400,1,3400,5%
20-Aug-19,United States,Silver,Friendly Bike Shop,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,5%
20-Aug-19,United States,Gold,Coalition Bike Company,Clothing,Shorts,Men's Sports Shorts,Black,60,3,180,12%
20-Aug-19,United States,Gold,Trusted Catalog Store,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,5,600,12%
21-Aug-19,United States,Platinum,Permanent Finish Products,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,15%
21-Aug-19,United States,Silver,Resale Services,Accessories,Helmets,Sport-100,Blue,35,2,70,5%
21-Aug-19,United States,Silver,Field Trip Inc,Components,Wheels,LL Road Rear Wheel,Black,113,4,452,5%
21-Aug-19,United States,Silver,Distant Inn,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,5%
21-Aug-19,United States,Silver,Basic Sports Equipment,Accessories,Cleaners,Bike Wash,,8,2,16,5%
21-Aug-19,Germany,Silver,North Bike Company,Clothing,Caps,Cycling Cap,Multi,9,7,63,0%
22-Aug-19,United States,Silver,Outdoor Equipment Store,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,5%
22-Aug-19,Canada,Platinum,Corner Bicycle Supply,Components,Road Frames,ML Road Frame-W,Yellow,595,5,2975,8%
22-Aug-19,United States,Platinum,Superlative Bikes,Components,Mountain Frames,ML Mountain Frame,Black,349,3,1047,15%
22-Aug-19,Canada,Gold,Bikes for Two,Clothing,Tights,Women's Tights,Black,75,1,75,2%
22-Aug-19,Germany,Gold,Best Cycle Store,Accessories,Hydration Packs,Hydration Pack,Silver,55,6,330,1%
23-Aug-19,United States,Silver,Remarkable Bike Store,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
23-Aug-19,United States,Platinum,Optimal Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,15%
23-Aug-19,United States,Platinum,Sturdy Toys,Accessories,Locks,Cable Lock,,25,7,175,15%
23-Aug-19,France,Silver,Spa and Exercise Outfitters,Components,Brakes,Front Brakes,Silver,107,2,214,5%
23-Aug-19,France,Silver,Major Amusement Company,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,5%
23-Aug-19,United States,Silver,Farthermost Bike Shop,Components,Pedals,HL Road Pedal,Silver/Black,81,1,81,5%
23-Aug-19,United States,Platinum,Exemplary Cycles,Components,Brakes,Front Brakes,Silver,107,1,107,15%
24-Aug-19,United States,Silver,Small Bike Shop,Bikes,Mountain Bikes,Mountain-300,Black,1080,6,6480,5%
24-Aug-19,United States,Gold,Small Cycle Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,12%
24-Aug-19,Canada,Silver,Retail Mall,Clothing,Tights,Women's Tights,Black,75,9,675,0%
24-Aug-19,United Kingdom,Silver,Uttermost Bike Shop,Clothing,Socks,Racing Socks,White,9,7,63,10%
24-Aug-19,United States,Silver,Progressive Sports,Components,Handlebars,ML Mountain Handlebars,,62,3,186,5%
24-Aug-19,United States,Platinum,Systematic Sales,Bikes,Touring Bikes,Touring-3000,Yellow,742,2,1484,15%
25-Aug-19,France,Gold,Ace Bicycle Supply,Bikes,Mountain Bikes,Mountain-300,Black,1080,1,1080,10%
25-Aug-19,Canada,Gold,Gasless Cycle Shop,Clothing,Vests,Classic Vest,Blue,64,3,192,2%
26-Aug-19,United States,Platinum,Sports Products Store,Bikes,Road Bikes,Road-650,Red,783,2,1566,15%
26-Aug-19,United States,Silver,Coho Sports,Clothing,Shorts,Women's Mountain Shorts,Black,70,2,140,5%
26-Aug-19,Germany,Gold,Functional Store South,Accessories,Hydration Packs,Hydration Pack,Silver,55,6,330,1%
26-Aug-19,Canada,Platinum,Metro Manufacturing,Accessories,Bottles and Cages,Water Bottle,,5,4,20,8%
27-Aug-19,Canada,Gold,Citywide Service and Repair,Accessories,Helmets,Sport-100,Blue,35,9,315,2%
27-Aug-19,United States,Silver,Tread Industries,Clothing,Socks,Mountain Bike Socks,White,10,6,60,5%
27-Aug-19,Canada,Gold,Citywide Service and Repair,Accessories,Tires and Tubes,Patch kit,,2,6,12,2%
27-Aug-19,United States,Silver,Genial Bike Associates,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,2,108,5%
28-Aug-19,United States,Silver,Casual Bicycle Store,Components,Wheels,ML Mountain Front Wheel,Black,209,4,836,5%
28-Aug-19,United States,Silver,Affordable Sports Equipment,Clothing,Caps,Cycling Cap,Multi,9,6,54,5%
28-Aug-19,Canada,Gold,General Cycle Storehouse,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,6,540,2%
28-Aug-19,United States,Platinum,Retail Toy Store,Clothing,Socks,Racing Socks,White,9,4,36,15%
28-Aug-19,United States,Silver,Thorough Parts and Repair Services,Components,Pedals,LL Road Pedal,Silver/Black,40,5,200,5%
29-Aug-19,United States,Gold,Moderately-Priced Bikes Store,Components,Wheels,HL Mountain Rear Wheel,Black,327,3,981,12%
29-Aug-19,France,Silver,Self-Contained Cycle Parts Company,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
29-Aug-19,France,Silver,Instant Cycle Store,Accessories,Helmets,Sport-100,Blue,35,1,35,5%
29-Aug-19,United States,Silver,Futuristic Sport Distributors,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,18,2160,5%
29-Aug-19,United States,Silver,Resale Services,Accessories,Hydration Packs,Hydration Pack,Silver,55,3,165,5%
30-Aug-19,United States,Silver,The Bike Mechanics,Components,Wheels,LL Mountain Front Wheel,Black,61,1,61,5%
30-Aug-19,United States,Platinum,Technical Parts Manufacturing,Components,Cranksets,LL Crankset,Black,175,1,175,15%
30-Aug-19,United States,Silver,Exhilarating Cycles,Components,Pedals,ML Road Pedal,Silver/Black,62,2,124,5%
30-Aug-19,Australia,Gold,Rich Department Store,Components,Handlebars,HL Touring Handlebars,,92,2,184,12%
31-Aug-19,France,Silver,Registered Cycle Store,Components,Cranksets,ML Crankset,Black,256,6,1536,5%
31-Aug-19,United States,Silver,Fashionable Department Stores,Clothing,Vests,Classic Vest,Blue,64,14,896,5%
01-Sep-19,Canada,Silver,Tenth Bike Store,Bikes,Road Bikes,Road-550-W,Yellow,1120,4,4480,0%
01-Sep-19,France,Silver,Self-Contained Cycle Parts Company,Components,Road Frames,LL Road Frame,Black,337,1,337,5%
01-Sep-19,Canada,Platinum,Corner Bicycle Supply,Clothing,Caps,Cycling Cap,Multi,9,4,36,8%
01-Sep-19,France,Platinum,Recreation Toy Store,Components,Handlebars,HL Mountain Handlebars,,120,1,120,16%
01-Sep-19,United States,Silver,Latest Sports Equipment,Bikes,Mountain Bikes,Mountain-200,Silver,2320,2,4640,5%
01-Sep-19,United States,Silver,Vast Bike Sales and Rental,Clothing,Socks,Mountain Bike Socks,White,10,6,60,5%
01-Sep-19,United States,Gold,A Typical Bike Shop,Accessories,Helmets,Sport-100,Black,35,3,105,12%
01-Sep-19,United States,Gold,"Fabrikam Inc., West",Accessories,Pumps,Minipump,,20,6,120,12%
01-Sep-19,Canada,Gold,Urban Sports Emporium,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,2%
01-Sep-19,Australia,Gold,Helmets and Cycles,Components,Touring Frames,LL Touring Frame,Blue,333,1,333,12%
01-Sep-19,United States,Silver,Lease-a-Bike Shop,Components,Pedals,ML Road Pedal,Silver/Black,62,2,124,5%
02-Sep-19,Canada,Platinum,Quick Delivery Service,Bikes,Mountain Bikes,Mountain-100,Silver,3400,1,3400,8%
02-Sep-19,United States,Silver,Farthermost Bike Shop,Clothing,Gloves,Half-Finger Gloves,Black,24,2,48,5%
02-Sep-19,Canada,Silver,Metal Clearing House,Components,Bottom Brackets,HL Bottom Bracket,,121,2,242,0%
03-Sep-19,Canada,Gold,Leather Seat Factory,Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,2%
03-Sep-19,United States,Silver,Classic Cycle Store,Clothing,Socks,Mountain Bike Socks,White,10,1,10,5%
03-Sep-19,Canada,Silver,Economy Center,Bikes,Mountain Bikes,Mountain-200,Silver,2320,1,2320,0%
03-Sep-19,Canada,Gold,Urban Sports Emporium,Clothing,Socks,Racing Socks,White,9,6,54,2%
04-Sep-19,Canada,Silver,Neighborhood Store,Clothing,Shorts,Men's Sports Shorts,Black,60,6,360,0%
04-Sep-19,United States,Silver,Field Trip Inc,Components,Road Frames,LL Road Frame,Red,337,3,1011,5%
04-Sep-19,United States,Silver,Racing Toys,Components,Wheels,HL Road Rear Wheel,Black,357,1,357,5%
04-Sep-19,United States,Gold,Journey Sporting Goods,Clothing,Socks,Mountain Bike Socks,White,10,6,60,12%
04-Sep-19,United States,Platinum,Professional Containers and Packaging Co.,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,3,270,15%
04-Sep-19,United States,Silver,Totes & Baskets Company,Components,Saddles,HL Road Seat/Saddle 2,,53,5,265,5%
05-Sep-19,Canada,Gold,Professional Cyclists,Components,Road Frames,HL Road Frame,Red,1432,2,2864,2%
05-Sep-19,United States,Gold,Responsible Bike Dealers,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,12%
05-Sep-19,United States,Silver,Brightwork Company,Clothing,Shorts,Women's Mountain Shorts,Black,70,4,280,5%
06-Sep-19,United States,Gold,Front Sporting Goods,Components,Headsets,ML Headset,,102,2,204,12%
06-Sep-19,United States,Gold,Journey Sporting Goods,Components,Mountain Frames,HL Mountain Frame,Silver,1365,2,2730,12%
06-Sep-19,United States,Silver,Vintage Sport Boutique,Accessories,Tires and Tubes,Patch kit,,2,1,2,5%
06-Sep-19,United States,Silver,Totes & Baskets Company,Components,Pedals,HL Road Pedal,Silver/Black,81,6,486,5%
06-Sep-19,United States,Silver,Genial Bike Associates,Components,Pedals,LL Mountain Pedal,Silver/Black,40,4,160,5%
06-Sep-19,United Kingdom,Silver,Commerce Bicycle Specialists,Components,Saddles,ML Mountain Seat/Saddle 2,,39,2,78,10%
07-Sep-19,United States,Gold,World of Bikes,Bikes,Mountain Bikes,Mountain-300,Black,1080,3,3240,12%
07-Sep-19,United States,Silver,Distant Inn,Components,Pedals,HL Road Pedal,Silver/Black,81,4,324,5%
08-Sep-19,United States,Gold,Grand Sport Boutique,Bikes,Road Bikes,Road-650,Red,783,4,3132,12%
08-Sep-19,United States,Gold,First Cycle Store,Accessories,Helmets,Sport-100,Blue,35,1,35,12%
08-Sep-19,United Kingdom,Gold,Variety Cycling,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,24%
08-Sep-19,United States,Platinum,Metro Bike Mart,Components,Handlebars,ML Mountain Handlebars,,62,6,372,15%
09-Sep-19,United States,Silver,Bike Experts,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,5%
09-Sep-19,United States,Silver,Racing Toys,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,5%
09-Sep-19,Canada,Platinum,Superb Sales and Repair,Components,Road Frames,LL Road Frame,Black,337,1,337,8%
09-Sep-19,United States,Silver,Futuristic Sport Distributors,Accessories,Helmets,Sport-100,Black,35,4,140,5%
09-Sep-19,United States,Silver,Distinctive Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,5%
10-Sep-19,Canada,Gold,Citywide Service and Repair,Components,Wheels,LL Road Rear Wheel,Black,113,1,113,2%
10-Sep-19,United States,Silver,Exhilarating Cycles,Clothing,Caps,Cycling Cap,Multi,9,6,54,5%
10-Sep-19,Germany,Silver,Versatile Sporting Goods Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,0%
11-Sep-19,United States,Silver,Wonderful Bikes Inc.,Bikes,Road Bikes,Road-650,Black,783,3,2349,5%
11-Sep-19,United States,Silver,Golf and Cycle Store,Components,Handlebars,LL Mountain Handlebars,,45,2,90,5%
11-Sep-19,United States,Silver,Futuristic Sport Distributors,Accessories,Pumps,Minipump,,20,6,120,5%
11-Sep-19,United States,Gold,Area Bike Accessories,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,12%
11-Sep-19,Germany,Gold,Amalgamated Parts Shop,Clothing,Gloves,Half-Finger Gloves,Black,24,8,192,1%
11-Sep-19,United States,Silver,Small Bike Accessories Shop,Components,Touring Frames,HL Touring Frame,Blue,1004,1,1004,5%
11-Sep-19,Germany,Silver,Global Bike Retailers,Accessories,Hydration Packs,Hydration Pack,Silver,55,12,660,0%
12-Sep-19,United States,Silver,Western Bike Supplies,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
12-Sep-19,United States,Silver,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,3375,1,3375,5%
12-Sep-19,United States,Gold,Associated Bikes,Accessories,Helmets,Sport-100,Blue,35,3,105,12%
12-Sep-19,France,Platinum,Recreation Toy Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,16%
12-Sep-19,United States,Gold,Mountain Bike Store,Components,Pedals,Touring Pedal,Silver/Black,81,2,162,12%
12-Sep-19,Germany,Gold,Functional Store South,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,29,3480,1%
13-Sep-19,United Kingdom,Gold,Metropolitan Bicycle Supply,Bikes,Mountain Bikes,Mountain-300,Black,1080,3,3240,24%
13-Sep-19,United States,Silver,Successful Sales Company,Accessories,Helmets,Sport-100,Black,35,3,105,5%
13-Sep-19,United States,Platinum,Superlative Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,1,50,15%
13-Sep-19,France,Silver,Racing Sales and Service,Clothing,Tights,Women's Tights,Black,75,2,150,5%
13-Sep-19,Germany,Gold,Best Cycle Store,Clothing,Vests,Classic Vest,Blue,64,7,448,1%
13-Sep-19,Australia,Silver,Plastic Products Manufacturers,Components,Brakes,Front Brakes,Silver,107,1,107,5%
13-Sep-19,Canada,Gold,Bikes and Motorbikes,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,5,600,2%
13-Sep-19,United Kingdom,Gold,Variety Cycling,Components,Brakes,Front Brakes,Silver,107,3,321,24%
13-Sep-19,Germany,Gold,Functional Store South,Clothing,Shorts,Women's Mountain Shorts,Black,70,3,210,1%
14-Sep-19,United States,Platinum,Permanent Finish Products,Clothing,Gloves,Full-Finger Gloves,Black,38,4,152,15%
14-Sep-19,United States,Silver,Totes & Baskets Company,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,5%
14-Sep-19,Canada,Silver,Rapid Bikes,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,0%
14-Sep-19,United States,Gold,Paint Supply,Components,Mountain Frames,ML Mountain Frame,Black,349,3,1047,12%
14-Sep-19,United States,Gold,Commercial Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,32,1600,12%
14-Sep-19,United States,Silver,Retirement Activities Association,Bikes,Road Bikes,Road-650,Black,783,1,783,5%
14-Sep-19,United States,Silver,Thorough Parts and Repair Services,Accessories,Cleaners,Bike Wash,,8,9,72,5%
15-Sep-19,Canada,Gold,Citywide Service and Repair,Clothing,Tights,Women's Tights,Black,75,6,450,2%
15-Sep-19,United States,Gold,Stationary Bikes and Stands,Components,Road Frames,LL Road Frame,Black,337,2,674,12%
15-Sep-19,United States,Platinum,Real Sporting Goods,Accessories,Tires and Tubes,Patch kit,,2,6,12,15%
16-Sep-19,United Kingdom,Silver,Downhill Bicycle Specialists,Bikes,Mountain Bikes,Mountain-200,Black,2295,1,2295,10%
16-Sep-19,United States,Gold,Grand Sport Boutique,Clothing,Caps,Cycling Cap,Multi,9,2,18,12%
16-Sep-19,Canada,Silver,Finer Riding Supplies,Components,Handlebars,HL Road Handlebars,,120,2,240,0%
16-Sep-19,United States,Silver,Separate Parts Corporation,Accessories,Pumps,Minipump,,20,2,40,5%
16-Sep-19,Canada,Gold,Future Bikes,Components,Wheels,HL Road Front Wheel,Black,330,1,330,2%
16-Sep-19,United States,Silver,Metro Cycle Shop,Clothing,Gloves,Full-Finger Gloves,Black,38,2,76,5%
16-Sep-19,United Kingdom,Silver,Oils and Fluids Warehouse,Components,Saddles,HL Mountain Seat/Saddle 2,,53,3,159,10%
17-Sep-19,United Kingdom,Silver,Prosperous Tours,Components,Road Frames,LL Road Frame,Red,337,2,674,10%
17-Sep-19,Germany,Gold,Best Cycle Store,Clothing,Gloves,Half-Finger Gloves,Black,24,5,120,1%
17-Sep-19,United States,Gold,Trusted Catalog Store,Accessories,Cleaners,Bike Wash,,8,3,24,12%
17-Sep-19,Canada,Silver,Retreat Inn,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,3,150,0%
17-Sep-19,United States,Silver,Satin Finish Company,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,1,90,5%
18-Sep-19,United States,Silver,The Gear Store,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,5%
18-Sep-19,United States,Silver,Excellent Riding Supplies,Clothing,Tights,Women's Tights,Black,75,1,75,5%
18-Sep-19,United States,Silver,Spoke Manufacturers,Bikes,Road Bikes,Road-650,Red,783,1,783,5%
18-Sep-19,United States,Silver,Casual Bicycle Store,Components,Handlebars,HL Mountain Handlebars,,120,7,840,5%
18-Sep-19,Germany,Gold,Best Cycle Store,Components,Saddles,HL Touring Seat/Saddle,,53,6,318,1%
18-Sep-19,United States,Silver,Modular Cycle Systems,Components,Pedals,HL Road Pedal,Silver/Black,81,3,243,5%
18-Sep-19,United Kingdom,Gold,Exceptional Cycle Services,Accessories,Hydration Packs,Hydration Pack,Silver,55,2,110,24%
18-Sep-19,France,Gold,Roadway Bicycle Supply,Components,Derailleurs,Front Derailleur,Silver,91,12,1092,10%
18-Sep-19,United States,Silver,Leading Bike Distributors,Accessories,Bottles and Cages,Water Bottle,,5,2,10,5%
19-Sep-19,United States,Gold,Outdoor Sports Supply,Components,Mountain Frames,ML Mountain Frame-W,Black,349,1,349,12%
19-Sep-19,United States,Silver,Frugal Bike Shop,Clothing,Tights,Women's Tights,Black,75,1,75,5%
19-Sep-19,United States,Gold,All Cycle Shop,Components,Pedals,HL Mountain Pedal,Silver/Black,81,1,81,12%
19-Sep-19,United States,Gold,Hobby Store,Components,Mountain Frames,LL Mountain Frame,Black,250,1,250,12%
19-Sep-19,France,Silver,Finer Sporting Goods,Clothing,Vests,Classic Vest,Blue,64,3,192,5%
20-Sep-19,United States,Gold,Closeout Boutique,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,6,300,12%
20-Sep-19,United States,Gold,Fashionable Bikes and Accessories,Components,Forks,HL Fork,,229,2,458,12%
20-Sep-19,United States,Platinum,Rally Day Mall,Accessories,Hydration Packs,Hydration Pack,Silver,55,2,110,15%
20-Sep-19,United States,Gold,Fitness Supplies,Accessories,Helmets,Sport-100,Blue,35,4,140,12%
20-Sep-19,United States,Silver,Small Bike Accessories Shop,Components,Derailleurs,Front Derailleur,Silver,91,1,91,5%
21-Sep-19,Canada,Silver,Retail Mall,Clothing,Gloves,Half-Finger Gloves,Black,24,1,24,0%
21-Sep-19,United States,Silver,The Bicycle Accessories Company,Components,Wheels,LL Road Rear Wheel,Black,113,1,113,5%
21-Sep-19,Canada,Silver,General Bike Corporation,Accessories,Bottles and Cages,Water Bottle,,5,3,15,0%
21-Sep-19,United States,Gold,Specialty Sports Store,Bikes,Mountain Bikes,Mountain-400-W,Silver,769,1,769,12%
22-Sep-19,United States,Silver,Painters Bicycle Specialists,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,4,360,5%
23-Sep-19,France,Silver,Major Amusement Company,Clothing,Caps,Cycling Cap,Multi,9,1,9,5%
23-Sep-19,United States,Silver,Advanced Bike Components,Clothing,Shorts,Men's Sports Shorts,Black,60,3,180,5%
23-Sep-19,Germany,Silver,Producer Goods Clearinghouse,Components,Handlebars,LL Road Handlebars,,45,1,45,0%
